tick,population,speed,vision,size,hungry,fertility
0,5,1,80,12,30,90
1,5,1,80,12,30,90
2,5,1,80,12,30,90
3,5,1,80,12,30,90
4,5,1,80,12,30,90
5,5,1,80,12,30,90
6,5,1,80,12,30,90
7,5,1,80,12,30,90
8,5,1,80,12,30,90
9,5,1,80,12,30,90
10,5,1,80,12,30,90
11,5,1,80,12,30,90
12,5,1,80,12,30,90
13,5,1,80,12,30,90
14,5,1,80,12,30,90
15,5,1,80,12,30,90
16,5,1,80,12,30,90
17,5,1,80,12,30,90
18,5,1,80,12,30,90
19,5,1,80,12,30,90
20,5,1,80,12,30,90
21,5,1,80,12,30,90
22,5,1,80,12,30,90
23,5,1,80,12,30,90
24,5,1,80,12,30,90
25,5,1,80,12,30,90
26,5,1,80,12,30,90
27,5,1,80,12,30,90
28,5,1,80,12,30,90
29,5,1,80,12,30,90
30,5,1,80,12,30,90
31,5,1,80,12,30,90
32,5,1,80,12,30,90
33,5,1,80,12,30,90
34,5,1,80,12,30,90
35,5,1,80,12,30,90
36,5,1,80,12,30,90
37,5,1,80,12,30,90
38,5,1,80,12,30,90
39,5,1,80,12,30,90
40,5,1,80,12,30,90
41,5,1,80,12,30,90
42,5,1,80,12,30,90
43,5,1,80,12,30,90
44,5,1,80,12,30,90
45,5,1,80,12,30,90
46,5,1,80,12,30,90
47,5,1,80,12,30,90
48,5,1,80,12,30,90
49,5,1,80,12,30,90
50,5,1,80,12,30,90
51,5,1,80,12,30,90
52,5,1,80,12,30,90
53,5,1,80,12,30,90
54,5,1,80,12,30,90
55,5,1,80,12,30,90
56,5,1,80,12,30,90
57,5,1,80,12,30,90
58,5,1,80,12,30,90
59,5,1,80,12,30,90
60,5,1,80,12,30,90
61,5,1,80,12,30,90
62,5,1,80,12,30,90
63,5,1,80,12,30,90
64,5,1,80,12,30,90
65,5,1,80,12,30,90
66,5,1,80,12,30,90
67,5,1,80,12,30,90
68,5,1,80,12,30,90
69,5,1,80,12,30,90
70,5,1,80,12,30,90
71,5,1,80,12,30,90
72,5,1,80,12,30,90
73,5,1,80,12,30,90
74,5,1,80,12,30,90
75,5,1,80,12,30,90
76,5,1,80,12,30,90
77,5,1,80,12,30,90
78,5,1,80,12,30,90
79,5,1,80,12,30,90
80,5,1,80,12,30,90
81,5,1,80,12,30,90
82,5,1,80,12,30,90
83,5,1,80,12,30,90
84,5,1,80,12,30,90
85,5,1,80,12,30,90
86,5,1,80,12,30,90
87,5,1,80,12,30,90
88,5,1,80,12,30,90
89,5,1,80,12,30,90
90,5,1,80,12,30,90
91,5,1,80,12,30,90
92,5,1,80,12,30,90
93,5,1,80,12,30,90
94,5,1,80,12,30,90
95,5,1,80,12,30,90
96,5,1,80,12,30,90
97,5,1,80,12,30,90
98,5,1,80,12,30,90
99,5,1,80,12,30,90
100,5,1,80,12,30,90
101,5,1,80,12,30,90
102,5,1,80,12,30,90
103,5,1,80,12,30,90
104,5,1,80,12,30,90
105,5,1,80,12,30,90
106,5,1,80,12,30,90
107,5,1,80,12,30,90
108,5,1,80,12,30,90
109,5,1,80,12,30,90
110,5,1,80,12,30,90
111,5,1,80,12,30,90
112,5,1,80,12,30,90
113,5,1,80,12,30,90
114,5,1,80,12,30,90
115,5,1,80,12,30,90
116,5,1,80,12,30,90
117,5,1,80,12,30,90
118,5,1,80,12,30,90
119,5,1,80,12,30,90
120,5,1,80,12,30,90
121,5,1,80,12,30,90
122,5,1,80,12,30,90
123,5,1,80,12,30,90
124,5,1,80,12,30,90
125,5,1,80,12,30,90
126,5,1,80,12,30,90
127,5,1,80,12,30,90
128,5,1,80,12,30,90
129,5,1,80,12,30,90
130,5,1,80,12,30,90
131,5,1,80,12,30,90
132,5,1,80,12,30,90
133,5,1,80,12,30,90
134,5,1,80,12,30,90
135,5,1,80,12,30,90
136,5,1,80,12,30,90
137,5,1,80,12,30,90
138,5,1,80,12,30,90
139,5,1,80,12,30,90
140,5,1,80,12,30,90
141,5,1,80,12,30,90
142,5,1,80,12,30,90
143,5,1,80,12,30,90
144,5,1,80,12,30,90
145,5,1,80,12,30,90
146,5,1,80,12,30,90
147,5,1,80,12,30,90
148,5,1,80,12,30,90
149,5,1,80,12,30,90
150,5,1,80,12,30,90
151,5,1,80,12,30,90
152,5,1,80,12,30,90
153,5,1,80,12,30,90
154,5,1,80,12,30,90
155,5,1,80,12,30,90
156,5,1,80,12,30,90
157,5,1,80,12,30,90
158,5,1,80,12,30,90
159,5,1,80,12,30,90
160,5,1,80,12,30,90
161,5,1,80,12,30,90
162,5,1,80,12,30,90
163,5,1,80,12,30,90
164,5,1,80,12,30,90
165,5,1,80,12,30,90
166,5,1,80,12,30,90
167,5,1,80,12,30,90
168,5,1,80,12,30,90
169,5,1,80,12,30,90
170,5,1,80,12,30,90
171,5,1,80,12,30,90
172,5,1,80,12,30,90
173,5,1,80,12,30,90
174,5,1,80,12,30,90
175,5,1,80,12,30,90
176,5,1,80,12,30,90
177,5,1,80,12,30,90
178,5,1,80,12,30,90
179,5,1,80,12,30,90
180,5,1,80,12,30,90
181,5,1,80,12,30,90
182,5,1,80,12,30,90
183,5,1,80,12,30,90
184,5,1,80,12,30,90
185,5,1,80,12,30,90
186,5,1,80,12,30,90
187,5,1,80,12,30,90
188,5,1,80,12,30,90
189,5,1,80,12,30,90
190,5,1,80,12,30,90
191,5,1,80,12,30,90
192,5,1,80,12,30,90
193,5,1,80,12,30,90
194,5,1,80,12,30,90
195,5,1,80,12,30,90
196,5,1,80,12,30,90
197,5,1,80,12,30,90
198,5,1,80,12,30,90
199,5,1,80,12,30,90
200,5,1,80,12,30,90
201,5,1,80,12,30,90
202,5,1,80,12,30,90
203,5,1,80,12,30,90
204,5,1,80,12,30,90
205,5,1,80,12,30,90
206,5,1,80,12,30,90
207,5,1,80,12,30,90
208,5,1,80,12,30,90
209,5,1,80,12,30,90
210,5,1,80,12,30,90
211,5,1,80,12,30,90
212,5,1,80,12,30,90
213,5,1,80,12,30,90
214,5,1,80,12,30,90
215,5,1,80,12,30,90
216,5,1,80,12,30,90
217,5,1,80,12,30,90
218,5,1,80,12,30,90
219,5,1,80,12,30,90
220,5,1,80,12,30,90
221,5,1,80,12,30,90
222,5,1,80,12,30,90
223,5,1,80,12,30,90
224,5,1,80,12,30,90
225,5,1,80,12,30,90
226,5,1,80,12,30,90
227,5,1,80,12,30,90
228,5,1,80,12,30,90
229,5,1,80,12,30,90
230,5,1,80,12,30,90
231,5,1,80,12,30,90
232,5,1,80,12,30,90
233,5,1,80,12,30,90
234,5,1,80,12,30,90
235,5,1,80,12,30,90
236,5,1,80,12,30,90
237,5,1,80,12,30,90
238,5,1,80,12,30,90
239,5,1,80,12,30,90
240,5,1,80,12,30,90
241,5,1,80,12,30,90
242,5,1,80,12,30,90
243,5,1,80,12,30,90
244,5,1,80,12,30,90
245,5,1,80,12,30,90
246,5,1,80,12,30,90
247,5,1,80,12,30,90
248,5,1,80,12,30,90
249,5,1,80,12,30,90
250,5,1,80,12,30,90
251,5,1,80,12,30,90
252,5,1,80,12,30,90
253,5,1,80,12,30,90
254,5,1,80,12,30,90
255,5,1,80,12,30,90
256,5,1,80,12,30,90
257,5,1,80,12,30,90
258,5,1,80,12,30,90
259,5,1,80,12,30,90
260,5,1,80,12,30,90
261,5,1,80,12,30,90
262,5,1,80,12,30,90
263,5,1,80,12,30,90
264,5,1,80,12,30,90
265,5,1,80,12,30,90
266,5,1,80,12,30,90
267,5,1,80,12,30,90
268,5,1,80,12,30,90
269,5,1,80,12,30,90
270,5,1,80,12,30,90
271,5,1,80,12,30,90
272,5,1,80,12,30,90
273,5,1,80,12,30,90
274,5,1,80,12,30,90
275,5,1,80,12,30,90
276,5,1,80,12,30,90
277,5,1,80,12,30,90
278,5,1,80,12,30,90
279,5,1,80,12,30,90
280,5,1,80,12,30,90
281,5,1,80,12,30,90
282,5,1,80,12,30,90
283,5,1,80,12,30,90
284,5,1,80,12,30,90
285,5,1,80,12,30,90
286,5,1,80,12,30,90
287,5,1,80,12,30,90
288,5,1,80,12,30,90
289,5,1,80,12,30,90
290,5,1,80,12,30,90
291,5,1,80,12,30,90
292,5,1,80,12,30,90
293,5,1,80,12,30,90
294,5,1,80,12,30,90
295,5,1,80,12,30,90
296,5,1,80,12,30,90
297,5,1,80,12,30,90
298,5,1,80,12,30,90
299,5,1,80,12,30,90
300,5,1,80,12,30,90
301,5,1,80,12,30,90
302,5,1,80,12,30,90
303,5,1,80,12,30,90
304,5,1,80,12,30,90
305,5,1,80,12,30,90
306,5,1,80,12,30,90
307,5,1,80,12,30,90
308,5,1,80,12,30,90
309,5,1,80,12,30,90
310,5,1,80,12,30,90
311,5,1,80,12,30,90
312,5,1,80,12,30,90
313,5,1,80,12,30,90
314,5,1,80,12,30,90
315,5,1,80,12,30,90
316,5,1,80,12,30,90
317,5,1,80,12,30,90
318,5,1,80,12,30,90
319,5,1,80,12,30,90
320,5,1,80,12,30,90
321,5,1,80,12,30,90
322,5,1,80,12,30,90
323,5,1,80,12,30,90
324,5,1,80,12,30,90
325,5,1,80,12,30,90
326,5,1,80,12,30,90
327,5,1,80,12,30,90
328,5,1,80,12,30,90
329,5,1,80,12,30,90
330,5,1,80,12,30,90
331,5,1,80,12,30,90
332,5,1,80,12,30,90
333,5,1,80,12,30,90
334,5,1,80,12,30,90
335,5,1,80,12,30,90
336,5,1,80,12,30,90
337,5,1,80,12,30,90
338,5,1,80,12,30,90
339,5,1,80,12,30,90
340,5,1,80,12,30,90
341,5,1,80,12,30,90
342,5,1,80,12,30,90
343,5,1,80,12,30,90
344,5,1,80,12,30,90
345,5,1,80,12,30,90
346,5,1,80,12,30,90
347,5,1,80,12,30,90
348,5,1,80,12,30,90
349,5,1,80,12,30,90
350,5,1,80,12,30,90
351,5,1,80,12,30,90
352,5,1,80,12,30,90
353,5,1,80,12,30,90
354,5,1,80,12,30,90
355,5,1,80,12,30,90
356,5,1,80,12,30,90
357,5,1,80,12,30,90
358,5,1,80,12,30,90
359,5,1,80,12,30,90
360,5,1,80,12,30,90
361,5,1,80,12,30,90
362,5,1,80,12,30,90
363,5,1,80,12,30,90
364,5,1,80,12,30,90
365,5,1,80,12,30,90
366,5,1,80,12,30,90
367,5,1,80,12,30,90
368,5,1,80,12,30,90
369,5,1,80,12,30,90
370,5,1,80,12,30,90
371,5,1,80,12,30,90
372,5,1,80,12,30,90
373,5,1,80,12,30,90
374,5,1,80,12,30,90
375,5,1,80,12,30,90
376,5,1,80,12,30,90
377,5,1,80,12,30,90
378,5,1,80,12,30,90
379,5,1,80,12,30,90
380,5,1,80,12,30,90
381,5,1,80,12,30,90
382,5,1,80,12,30,90
383,5,1,80,12,30,90
384,5,1,80,12,30,90
385,5,1,80,12,30,90
386,5,1,80,12,30,90
387,5,1,80,12,30,90
388,5,1,80,12,30,90
389,5,1,80,12,30,90
390,5,1,80,12,30,90
391,5,1,80,12,30,90
392,5,1,80,12,30,90
393,5,1,80,12,30,90
394,5,1,80,12,30,90
395,5,1,80,12,30,90
396,5,1,80,12,30,90
397,5,1,80,12,30,90
398,5,1,80,12,30,90
399,5,1,80,12,30,90
400,5,1,80,12,30,90
401,5,1,80,12,30,90
402,5,1,80,12,30,90
403,5,1,80,12,30,90
404,5,1,80,12,30,90
405,5,1,80,12,30,90
406,5,1,80,12,30,90
407,5,1,80,12,30,90
408,5,1,80,12,30,90
409,5,1,80,12,30,90
410,5,1,80,12,30,90
411,5,1,80,12,30,90
412,5,1,80,12,30,90
413,5,1,80,12,30,90
414,5,1,80,12,30,90
415,5,1,80,12,30,90
416,5,1,80,12,30,90
417,5,1,80,12,30,90
418,5,1,80,12,30,90
419,5,1,80,12,30,90
420,5,1,80,12,30,90
421,5,1,80,12,30,90
422,5,1,80,12,30,90
423,5,1,80,12,30,90
424,5,1,80,12,30,90
425,5,1,80,12,30,90
426,5,1,80,12,30,90
427,5,1,80,12,30,90
428,5,1,80,12,30,90
429,5,1,80,12,30,90
430,5,1,80,12,30,90
431,5,1,80,12,30,90
432,5,1,80,12,30,90
433,5,1,80,12,30,90
434,5,1,80,12,30,90
435,5,1,80,12,30,90
436,5,1,80,12,30,90
437,5,1,80,12,30,90
438,5,1,80,12,30,90
439,5,1,80,12,30,90
440,5,1,80,12,30,90
441,5,1,80,12,30,90
442,5,1,80,12,30,90
443,5,1,80,12,30,90
444,5,1,80,12,30,90
445,5,1,80,12,30,90
446,5,1,80,12,30,90
447,5,1,80,12,30,90
448,5,1,80,12,30,90
449,5,1,80,12,30,90
450,5,1,80,12,30,90
451,5,1,80,12,30,90
452,5,1,80,12,30,90
453,5,1,80,12,30,90
454,5,1,80,12,30,90
455,5,1,80,12,30,90
456,5,1,80,12,30,90
457,5,1,80,12,30,90
458,5,1,80,12,30,90
459,5,1,80,12,30,90
460,5,1,80,12,30,90
461,5,1,80,12,30,90
462,5,1,80,12,30,90
463,5,1,80,12,30,90
464,5,1,80,12,30,90
465,5,1,80,12,30,90
466,5,1,80,12,30,90
467,5,1,80,12,30,90
468,5,1,80,12,30,90
469,5,1,80,12,30,90
470,5,1,80,12,30,90
471,5,1,80,12,30,90
472,5,1,80,12,30,90
473,5,1,80,12,30,90
474,5,1,80,12,30,90
475,5,1,80,12,30,90
476,5,1,80,12,30,90
477,5,1,80,12,30,90
478,5,1,80,12,30,90
479,5,1,80,12,30,90
480,5,1,80,12,30,90
481,5,1,80,12,30,90
482,5,1,80,12,30,90
483,5,1,80,12,30,90
484,5,1,80,12,30,90
485,5,1,80,12,30,90
486,5,1,80,12,30,90
487,5,1,80,12,30,90
488,5,1,80,12,30,90
489,5,1,80,12,30,90
490,5,1,80,12,30,90
491,5,1,80,12,30,90
492,5,1,80,12,30,90
493,5,1,80,12,30,90
494,5,1,80,12,30,90
495,5,1,80,12,30,90
496,5,1,80,12,30,90
497,5,1,80,12,30,90
498,5,1,80,12,30,90
499,5,1,80,12,30,90
500,5,1,80,12,30,90
501,5,1,80,12,30,90
502,5,1,80,12,30,90
503,5,1,80,12,30,90
504,5,1,80,12,30,90
505,5,1,80,12,30,90
506,5,1,80,12,30,90
507,5,1,80,12,30,90
508,5,1,80,12,30,90
509,5,1,80,12,30,90
510,5,1,80,12,30,90
511,5,1,80,12,30,90
512,5,1,80,12,30,90
513,5,1,80,12,30,90
514,5,1,80,12,30,90
515,5,1,80,12,30,90
516,5,1,80,12,30,90
517,5,1,80,12,30,90
518,5,1,80,12,30,90
519,5,1,80,12,30,90
520,5,1,80,12,30,90
521,5,1,80,12,30,90
522,5,1,80,12,30,90
523,5,1,80,12,30,90
524,5,1,80,12,30,90
525,5,1,80,12,30,90
526,5,1,80,12,30,90
527,5,1,80,12,30,90
528,5,1,80,12,30,90
529,5,1,80,12,30,90
530,5,1,80,12,30,90
531,5,1,80,12,30,90
532,6,0.994934514,79.78365616,11.93967899,29.9829017,90.42297552
533,6,0.994934514,79.78365616,11.93967899,29.9829017,90.42297552
534,6,0.994934514,79.78365616,11.93967899,29.9829017,90.42297552
535,6,0.994934514,79.78365616,11.93967899,29.9829017,90.42297552
536,6,0.994934514,79.78365616,11.93967899,29.9829017,90.42297552
537,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
538,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
539,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
540,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
541,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
542,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
543,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
544,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
545,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
546,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
547,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
548,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
549,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
550,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
551,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
552,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
553,7,0.988788797,80.2732957,12.01854951,29.81476762,90.17514184
554,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
555,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
556,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
557,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
558,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
559,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
560,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
561,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
562,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
563,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
564,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
565,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
566,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
567,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
568,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
569,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
570,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
571,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
572,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
573,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
574,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
575,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
576,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
577,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
578,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
579,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
580,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
581,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
582,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
583,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
584,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
585,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
586,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
587,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
588,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
589,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
590,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
591,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
592,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
593,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
594,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
595,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
596,8,0.989649926,80.71691529,12.02290267,29.68061693,90.46090551
597,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
598,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
599,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
600,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
601,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
602,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
603,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
604,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
605,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
606,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
607,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
608,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
609,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
610,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
611,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
612,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
613,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
614,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
615,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
616,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
617,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
618,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
619,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
620,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
621,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
622,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
623,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
624,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
625,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
626,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
627,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
628,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
629,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
630,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
631,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
632,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
633,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
634,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
635,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
636,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
637,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
638,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
639,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
640,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
641,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
642,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
643,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
644,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
645,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
646,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
647,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
648,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
649,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
650,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
651,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
652,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
653,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
654,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
655,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
656,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
657,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
658,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
659,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
660,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
661,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
662,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
663,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
664,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
665,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
666,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
667,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
668,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
669,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
670,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
671,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
672,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
673,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
674,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
675,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
676,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
677,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
678,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
679,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
680,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
681,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
682,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
683,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
684,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
685,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
686,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
687,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
688,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
689,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
690,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
691,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
692,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
693,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
694,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
695,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
696,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
697,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
698,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
699,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
700,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
701,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
702,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
703,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
704,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
705,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
706,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
707,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
708,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
709,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
710,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
711,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
712,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
713,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
714,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
715,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
716,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
717,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
718,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
719,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
720,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
721,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
722,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
723,9,0.987528545,80.47123546,12.06904184,29.82502623,90.42968441
